Latitude,Longitude
37.3487513,126.7410638
37.4442678,126.7999241
37.3443166,126.7853463
37.4164195,126.8148773
37.4375992,126.7868049
37.340103,126.7436374
37.340103,126.7436374
37.3691006,126.8137918
37.3815105,126.8582953
37.3665791,126.7289615
36.9918775,127.0856163
36.998347,127.0856114
37.0571166,127.0560659
36.9647035,127.0624935
37.1101479,127.0635694
37.1080715,127.0338516
36.9823699,126.8820787
36.9963042,127.102974
37.0404934,127.0496897
37.0829776,127.0565519
36.9850836,126.9205793
36.9647592,126.9186755
37.0409025,126.9387047
37.0089642,126.9855936
36.9742284,126.8437558
37.0724045,127.051261
36.9984509,127.139906
37.1473584,127.0759721
37.1597292,127.0661476
37.1467888,127.0681593
37.1810856,127.0440188
37.209016,126.8146413
37.1319736,126.9074798
37.2166226,126.9705484
37.2499288,126.9119621
37.2141763,126.738133
37.1701856,126.70562
37.0841286,126.8185067
37.1604611,126.9032542
37.236239,126.8676339
37.2062772,126.7744439
37.0815646,126.9448714
37.2083836,127.0333001
37.20736,127.0773628
37.1647007,126.9901332
37.2058151,127.0133294
37.2090142,127.1038049
37.2308177,127.0623576
37.1812878,127.122468
37.2346173,127.1981991
37.2832674,127.1105673
37.2733917,127.0738786
37.2716244,127.109206
37.277508,127.1554388
37.2232452,127.0990392
37.2346276,127.2106939
37.2793858,127.2320863
37.329454,127.2424977
37.234334,127.2868419
37.1645036,127.3739312
37.1649067,127.3111957
37.1397072,127.196532
37.1137751,127.1500276
37.2513816,127.1088066
37.2375421,127.0731054
37.3249627,127.1019365
37.3194689,127.1157701
37.3061645,127.0755091
37.2947156,127.1168853
37.3186838,127.0830511
37.3314814,127.1189954
37.3497361,127.3426463
37.3001899,127.3313741
37.4117188,127.2566228
37.4777653,127.1862413
37.3857753,127.2884157
37.3678201,127.2314468
37.4707874,127.3078441
37.3894589,127.2294845
37.3470434,127.1827798
37.6185098,126.7177465
37.6484365,126.6677854
37.656899,126.6257461
37.6922416,126.5976086
37.5978768,126.7660762
37.6508744,126.58402
37.7166094,126.5521436
37.7198267,126.631744
37.5992682,126.787678
37.6070848,126.727993
37.6379444,126.6446005
37.6469434,126.67992
37.5356613,127.2102763
37.5512115,127.2042983
37.5161605,127.162141
37.567588,127.1899424
37.5392459,127.2247745
37.4871001,127.1566177
37.4331513,126.9934535
37.4240914,126.9936646
37.3568715,126.9680239
37.3895043,126.9964005
37.3223688,126.9489464
37.3787354,126.9757887
37.281743,127.4416627
37.2573393,127.4862094
37.1168404,127.6305088
37.2869536,127.488955
37.2246835,127.4947082
37.2491513,127.3573905
37.3087107,127.4024566
37.1725146,127.4801599
37.3385253,127.4912364
37.1324627,127.5217918
37.2241583,127.4282178
37.0954845,127.5468694
37.2895381,127.4552676
37.0095238,127.2620074
37.0007344,127.1727114
37.012661,127.2374832
37.0010431,127.32278
37.0225469,127.2900675
37.0037427,127.2261944
37.0392361,127.1292948
37.0587584,127.1953228
37.0936442,127.4775953
37.0749287,127.422019
37.2975601,127.6368549
37.273646,127.7110405
37.203784,127.5454501
37.205011,127.6617115
37.3931363,127.534185
37.3326994,127.5425825
37.3294058,127.6798
37.2983017,127.5796245
37.3750904,127.5883713
37.4047928,127.443671
37.3056097,127.6385563
37.4881923,127.4905344
37.4822465,127.4850012
37.4958985,127.4111794
37.480538,127.5889026
37.4753148,127.6361834
37.5329219,127.6743526
37.554172,127.7087583
37.5448397,127.319235
37.6032733,127.3520094
37.5184218,127.4569378
37.4204952,127.7529539
37.4253672,127.5379149
37.7476095,127.0663411
37.7334074,127.0492518
37.7433083,127.0338124
37.7399934,127.0901683
37.7060536,127.0479069
37.758706,127.0313425
37.7498838,127.1049225
37.6370957,126.8367206
37.6220994,126.8357586
37.6542977,126.841638
37.6529076,126.894011
37.7033995,126.9039522
37.6882356,126.8638927
37.6267726,126.8388467
37.6059829,126.8660516
37.6253741,126.8626625
37.6500524,126.7785596
37.6440811,126.7852717
37.6675465,126.7973942
37.6915861,126.7804741
37.6941906,126.7679313
37.6828012,126.7546205
37.6699882,126.763548
37.6913342,126.7232178
37.68014,126.7770218
37.6503091,127.3058176
37.6596908,127.2866788
37.608665,127.1621367
37.6005089,127.1700426
37.5873279,127.2099053
37.6551481,127.2484516
37.6343139,127.2094298
37.6449843,127.2296513
37.5368651,127.3024555
37.7096254,127.3220276
37.7200478,127.1840082
37.6556062,127.1261321
37.6868613,127.210349
37.7221659,127.2047291
37.6514135,127.1786883
37.6517375,127.1425757
37.7080002,127.1198077
37.7657565,126.7759237
37.8539334,126.7833733
37.7115865,126.7383952
37.72822,126.7462418
37.7520911,126.7500093
37.8329509,126.8158808
37.8490231,126.8798349
37.7438463,126.8055542
37.7814707,126.8488804
37.9533639,126.9169884
37.8039273,126.7183904
37.9225852,126.8397892
37.7956785,126.7910562
37.8376752,127.0680227
37.7965072,127.0808215
37.8182759,127.0457319
37.8233827,126.9861641
37.7965122,126.9905185
37.7170579,126.94083
37.895261,126.9741611
37.7791542,127.051315
37.8270935,127.0943024
37.8741165,127.0233767
37.8956299,127.0520779
37.9132657,127.0607551
37.9015462,127.0502569
37.8948133,127.0830763
37.9286203,127.0564422
37.5969169,127.1355503
37.6054502,127.1414268
37.591331,127.1411962
37.6295832,127.1203336
37.5964807,127.1471651
37.8305232,127.1402669
37.8926332,127.1961324
37.887615,127.218184
37.8572058,127.1503712
37.9909812,127.1893377
37.7854865,127.2273147
37.9551586,127.3157049
38.1573232,127.2505479
37.9334022,127.2264759
37.8463304,127.1846775
37.8970427,127.3015112
38.033179,127.3663775
38.0916627,127.2738738
38.0026098,127.2428432
37.8187326,127.3479299
37.800162,127.3488774
37.7373884,127.4182824
37.8234204,127.5162298
37.8856854,127.5500424
37.6777432,127.4907042
38.0255398,127.0735343
38.0904397,127.0791576
38.099635,127.0773573
38.1847698,127.107117
38.029713,126.9173744
38.0572216,127.0130927
38.0845758,127.0187681
37.8757743,127.7372902
37.8828342,127.7482626
37.8743679,127.7132257
37.8607906,127.7449695
37.8827251,127.7161414
37.7914474,127.6464423
37.9225256,127.7097971
38.0296013,127.6410024
37.9255559,127.7466555
37.9008281,127.7284459
37.7635468,128.9001937
37.774046,128.9262988
37.7489779,128.8970609
37.894518,128.8290788
37.7698842,128.8754985
37.7278036,128.9784813
37.6126888,129.0385561
37.3310583,127.9613175
37.3739125,127.941809
37.3522756,127.9344453
37.3637826,127.9510499
37.3001079,127.9188848
37.3569407,127.9441129
37.311726,127.8167303
37.209316,127.7500523
37.3795506,127.8761022
37.3287101,127.9837751
37.5504411,129.1070649
37.5249384,129.1070547
37.4895726,129.107046
37.4835535,129.1264095
37.1670474,128.9921537
37.1023764,129.0089606
37.142154,128.9792082
37.125357,129.0455347
37.1722441,129.0387916
38.1981878,128.58048
38.0745819,128.6192211
38.1898181,128.5858902
37.9696022,128.7599509
38.0196692,128.7234392
38.1508259,128.6080398
38.0715525,128.5856674
37.3475475,128.9444499
37.174917,129.3376764
37.2327804,129.3434233
37.3825171,129.2261334
37.4178808,129.1131766
37.229308,129.043803
37.4433192,129.1642551
37.4374177,129.1868906
37.1836162,128.4723393
37.1859024,128.3991131
37.2703687,128.2672015
37.2371558,128.3275708
37.145545,128.6805507
37.1288861,128.5705403
37.2667158,128.7391151
37.2202031,128.6450475
37.3379574,128.7884953
37.4949186,128.8506017
37.2278486,128.8200506
37.2040604,128.84986
37.4719203,128.7241067
37.3800031,128.6654757
37.6933323,127.8888925
37.7742711,128.3901309
37.7132357,128.184859
37.6832668,127.662475
37.6170873,127.7685087
37.7713795,127.9674893
37.8687295,128.0195597
37.8161437,128.0873545
37.3663439,128.3949975
37.6020236,128.3787673
37.4989988,128.4557872
37.6370545,128.5578688
37.6727687,128.7071622
37.4879205,127.9850948
37.5128863,128.2143315
37.4571949,128.0674589
37.4131454,128.1574344
37.5827814,128.1489461
37.4869422,127.8487494
38.3810724,128.4645707
38.258988,128.5569756
38.3257906,128.5262764
38.4493644,128.4571192
38.0641567,128.1730125
37.9675894,128.0789893
37.954656,128.3182944
38.1264336,128.2138047
38.2216124,128.207579
38.2039054,127.219983
38.148378,127.313419
38.2426335,127.4435027
38.0545158,127.8127538
38.1574748,127.6556361
38.1027602,127.7051329
38.0587093,127.6673045
38.069983,127.5225406
38.1052905,127.9860806
38.1080698,128.0339106
38.2015931,128.0437948
38.2077333,127.9522515
38.285603,128.1374396
36.63249,127.430118
36.6265811,127.4253781
36.6580687,127.4563811
36.6656501,127.3738872
36.6107823,127.3266867
36.6241841,127.3626252
36.5593865,127.433726
36.4867573,127.4240953
36.6564905,127.4551338
36.6225203,127.5149162
36.6087649,127.4894222
36.6364062,127.4909383
36.6345262,127.6548474
36.5728926,127.5119147
36.5135652,127.4975473
36.5614816,127.5414071
36.6091712,127.532437
36.6550265,127.4881318
36.6320085,127.4608378
36.6723164,127.4857326
36.7147501,127.4254284
36.7323154,127.4493258
36.7251749,127.5348836
36.6512955,127.4855695
36.9896109,127.930261
36.9720135,127.9356436
36.9748895,127.8195207
36.9701441,127.9235638
37.0862307,127.9142818
37.1081539,127.753272
37.0433157,127.9271104
36.8478392,127.9900408
37.0292807,127.8567697
37.1531788,128.2180883
37.1389784,128.2117195
37.1239232,128.2022177
37.0005141,128.1676117
36.9098418,128.1656085
37.1339534,128.1982023
37.1311142,128.1310472
36.9403184,127.691682
36.9917934,127.5974834
36.9672875,127.4851552
37.1189642,127.6364864
37.0211445,127.5040757
36.9269247,127.5649793
36.9046062,127.5464228
36.1725026,127.7836314
36.2249978,127.9095573
36.0367875,127.7968322
36.0991317,127.6837201
36.1470226,127.748137
36.2662107,127.8268002
36.805281,127.7926621
36.7857375,127.5838041
36.7877646,127.8629885
36.771876,127.6390561
36.6666043,127.7550326
36.8722606,127.8547432
36.7653609,127.9980111
36.9801609,128.3677988
37.0795099,128.4834138
36.9221892,128.3527346
37.0266198,128.3844879
37.0325451,128.300778
36.4886607,127.7240336
36.5317388,127.8237611
36.5787933,127.6644112
36.4954529,127.5968664
36.3985601,127.7314224
36.4365439,127.8148974
36.3123597,127.5780655
36.3458513,127.7918844
36.3312135,127.760672
36.2456998,127.6194789
36.3307412,127.5340715
36.3968012,127.6693603
36.2840893,127.6173014
36.8532344,127.4395653
36.9126536,127.5066968
36.9321013,127.4290504
36.9898288,127.4432667
36.8455745,127.5234383
